document_control_number,total_release,medium
1314212909004,0,air
1319218491064,0,air
1315215179666,191,air
1314212543805,10,air
1322220765465,0,air
1317216499968,10,air
1321219975137,0,air
1314212620443,4152,air
1315213965849,0,air
1315214215562,11,air
1317215812468,3035,air
1315213841772,2261,air
1314212498303,0,air
1314212555092,1379,air
1324222414486,0,air
1322220996514,40150,air
1323221729635,7157,air
1317216346104,2187,air
1315213736832,0,air
1315213819814,339,air
1314212428585,0,air
1314212850743,0,air
1315213874579,150,air
1319218052886,3980,air
1322220817112,0,air
1320219212762,0,air
1314212488605,6127,air
1316214979344,11,air
1319218496192,1031,air
1321219659947,13455,air
1315213807163,0,air
1322220810220,0,air
1321220238188,25,air
1322221223860,0,air
1317215965524,5445,air
1319218395921,0,air
1314212428635,9,air
1320218865741,0,air
1314211938220,0,air
1319217735277,0,air
1322221008891,5,air
1317216010254,7,air
1317216268476,0,air
1318216920835,793,air
1321220257063,39301,air
1318216808853,0,air
1314212823266,16000,air
1317216402646,5,air
1324223097181,57908,air
1314212428039,0,air
1314212439107,1,air
1315214314724,0,air
1322220834360,11340,air
1316215470509,27,air
1322220832861,5575,air
1324222567695,262,air
1316215353184,0,air
1315214321539,0,air
1316215471754,55,air
1315213593888,0,air
1319218140352,10,air
1314212975888,10,air
1318217283833,2946,air
1316215534672,11,air
1317215922966,0,air
1316215545043,2687,air
1321219695931,0,air
1323222367815,0,air
1324222521231,0,air
1320219229325,5,air
1314213237581,0,air
1318217159514,3,air
1318216910455,0,air
1324222528085,1,air
1315214204000,0,air
1321219448382,132000,air
1316217623519,5,air
1314212786368,178,air
1314212790760,0,air
1324223165135,0,air
1314212549202,10,air
1314212876155,0,air
1316215673070,0,air
1321220015465,0,air
1323222255984,10381,air
1318217338526,302,air
1319218206720,14,air
1315215827609,10809,air
1321220041901,0,air
1323221763156,0,air
1317219442896,0,air
1314212541104,0,air
1324222411100,61,air
1322220660120,10,air
1324223047453,25096,air
1316215640614,359,air
1324222641526,27232,air
1324222943351,52,air
1318217507084,163,air
1315214339196,110,air
1323221581325,4337,air
1316215677194,5,air
1321219911981,174,air
1316215424197,27280,air
1318217074057,5,air
1324223023906,1499,air
1324222646679,1500,air
1317216089425,5,air
1321220069379,3,air
1323222238976,0,air
1324222704292,3,air
1314213043918,0,air
1318217398445,1571,air
1318216750164,5,air
1320218674695,0,air
1323222329625,0,air
1314212368524,5,air
1314212443218,35,air
1324222734067,0,air
1314212541080,5,air
1314212638011,5,air
1320219169873,0,air
1321219905130,88850,air
1316215539774,0,air
1319218026971,17163,air
1319217629613,324,air
1320219294408,0,air
1319217798685,6631,air
1322221332644,4863,air
1317216617605,0,air
1320219123876,11771,air
1314212682571,0,air
1314212797260,582,air
1324222588687,181,air
1318218234235,10,air
1320219037785,24,air
1323221667138,0,air
1319218082826,6,air
1320219303258,8757,air
1321219631431,2,air
1317216498497,0,air
1322221218718,77675,air
1320218694180,227,air
1318219407107,16989,air
1315215278742,0,air
1324223120092,0,air
1321219452632,840,air
1324222974560,4950,air
1314212822377,5675,air
1316215037514,0,air
1317216376640,71,air
1315214137147,30,air
1315214368185,71,air
1318216889182,0,air
1315213804723,0,air
1322221066665,3,air
1324222668535,439,air
1315213720624,5281,air
1321220382295,0,air
1315213934639,0,air
1315214331302,271,air
1314213106053,10,air
1318217080466,1458,air
1321220184028,0,air
1317216237242,361,air
1324222848564,40,air
1315214062566,5471,air
1324222821581,1120,air
1318217238765,402,air
1314212412439,0,air
1318220596528,15,air
1323222137895,341,air
1316215294986,17,air
1317216491492,182,air
1322220751491,0,air
1323221642186,1803,air
1323222180275,50,air
1317216778011,0,air
1320219358633,3,air
1314213045368,500,air
1316215766991,0,air
1316215449909,10,air
1321220372383,0,air
1321219601477,14,air
1323221948553,124,air
1314212560306,205,air
1318217538356,5,air
1320219010485,6768,air
1322221371154,103,air
1320219277605,2,air
1323221949629,0,air
1315213882691,22529,air
1314212321766,0,air
1314212892069,4108,air
1320218693113,11,air
1324223160742,0,air
1316215066895,0,air
1322221431051,26306,air
1321219468612,0,air
1320218578096,2,air
1319218139297,908,air
1318217322496,1,air
1321220163620,2,air
1314212551156,0,air
1314212983441,10,air
1316214966451,28179,air
1322220941330,500,air
1322221441355,0,air
1321220032561,0,air
1315214252761,0,air
1315213906466,0,air
1322221467335,0,air
1317216191369,620,air
1318217022603,0,air
1322220740094,1736,air
1314212352850,0,air
1320219291960,7,air
1318219028255,0,air
1314212509727,0,air
1315214357600,0,air
1315213196013,1660,air
1323221626664,0,air
1316215580061,122,air
1318216910291,7,air
1324222851836,227,air
1315213673104,15246,air
1314212324457,5,air
1324222577963,61,air
1318217137468,10,air
1316215493901,1375,air
1319218487801,0,air
1324223012612,14196,air
1324222518856,401,air
1315213249562,1,air
1317216293643,260,air
1324222987063,1447,air
1323222346126,10,air
1322220750475,0,air
1320218593693,215365,air
1324223091644,539,air
1315214213579,108,air
1314212512925,2,air
1315213993102,12661,air
1322220766455,10,air
1316215191800,2891,air
1319218032237,0,air
1316215446218,10,air
1315213716362,0,air
1316215045333,500,air
1318217398407,3200,air
1323221556069,0,air
1314213028020,12038,air
1316215127186,25192,air
1323221677356,4,air
1315213684576,6700,air
1319218549564,9035,air
1315213805967,0,air
1316215630575,246,air
1315214417115,0,air
1314213018930,10,air
1317216424960,3440,air
1315214264350,170000,air
1314212860771,4,air
1324223092824,0,air
1318217337373,10803,air
1320218764746,0,air
1324222895702,0,air
1323222044024,0,air
1320219226584,0,air
1323222265542,0,air
1317215909932,24063,air
1315218636811,1,air
1316218654604,52,air
1322221324217,500,air
1323221566173,218,air
1322220805725,24635,air
1318216983445,0,air
1321219774484,250,air
1319217710161,24,air
1319218092005,10,air
1322220679346,0,air
1324222418509,0,air
1321222574345,0,air
1317216573612,0,air
1322220756757,0,air
1315213967641,0,air
1323221720129,0,air
1314215804497,101110,air
1323222378972,27196,air
1319217777630,250,air
1319218212557,0,air
1317216245175,156,air
1315214379758,76091,air
1314212682102,0,air
1323222422572,0,air
1315214006443,22000,air
1315214438246,0,air
1315213903572,2100,air
1317216617302,0,air
1321220477400,4079,air
1316215706476,0,air
1323222277030,0,air
1321220471623,1370,air
1319217981315,2986,air
1319217819426,632,air
1315213959606,4254,air
1314212304998,39732,air
1314219435272,106,air
1321219469727,79,air
1316215588587,45,air
1314212790758,0,air
1318217149184,35,air
1317216110041,5,air
1316215288390,0,air
1324222833461,2722,air
1317215868050,1140,air
1315214428435,212,air
1316215260187,11732,air
1315213662000,0,air
1315214331466,2,air
1324222706943,1,air
1323221628175,5232,air
1314215376753,7756,air
1317215931888,19,air
1317216464014,2945,air
1315214445417,0,air
1315214457792,0,air
1317216191320,6560,air
1319218205944,0,air
1320218723500,276,air
1314213106634,1170,air
1314212919144,0,air
1324223108756,13,air
1317215967910,1,air
1323222060725,5800,air
1314212659650,0,air
1323222164372,19105,air
1316215381219,13882,air
1321220516355,0,air
1315213983810,358,air
1314212566564,32,air
1315213896525,4028,air
1316215081860,5,air
1321219926639,0,air
1319218504203,0,air
1316215676952,5,air
1323221596556,0,air
1324223203807,67,air
1319218157384,350,air
1314212311500,271160,air
1315214896401,583,air
1315213706017,15,air
1314212890913,0,air
1323222196899,0,air
1317216707846,0,air
1321220555650,28956,air
1323222277016,0,air
1321220516189,159,air
1322221543162,0,air
1324222583268,0,air
1324222746113,594,air
1320218726634,0,air
1314212556740,0,air
1324223048671,0,air
1322220845022,12763,air
1315213766393,5574,air
1316215444136,23,air
1323221611320,11,air
1314212611634,15214,air
1320219216381,14214,air
1324222518072,0,air
1314212318341,302,air
1316215146059,0,air
1316215577255,2960,air
1314212907366,174,air
1315213853563,1,air
1320219289889,0,air
1324223005479,0,air
1314212450771,500,air
1324222630321,41,air
1314212748709,57341,air
1314211927468,2995,air
1316215545450,28000,air
1323221748130,1120,air
1323221790672,0,air
1317216618090,500,air
1324222986135,257,air
1316215604772,0,air
1322221461623,6000,air
1315213760477,5,air
1321220024893,1234,air
1314212823254,0,air
1323222343840,0,air
1323221925807,0,air
1323221571399,0,air
1319217782135,21616,air
1322220660132,10,air
1314212893022,0,air
1314211925084,218,air
1321219891850,11263,air
1323221713427,1,air
1318217033240,4511,air
1316215544937,1440,air
1318216834768,34000,air
1322220781328,0,air
1323221546928,4115,air
1324222732327,0,air
1318216981819,1599,air
1324222588598,21,air
1324222765416,0,air
1324222997722,0,air
1319217746890,91,air
1318217014632,63,air
1316215445747,331,air
1320219197136,5984,air
1317216114811,1199,air
1318216924555,0,air
1314213144835,6205,air
1322222549901,207,air
1319218203851,250,air
1314212383071,5228,air
1316215694819,255,air
1316215362144,0,air
1317216190049,0,air
1315214033680,370867,air
1315214043527,2819,air
1322220764765,12136,air
1320218769572,1064,air
1319217661077,10,air
1317216229575,0,air
1316215462742,0,air
1323222285975,5,air
1317215945332,0,air
1324222910984,149,air
1314212654166,0,air
1324222849489,0,air
1316215066364,5,air
1318217735529,0,air
1320219393372,0,air
1319218261939,0,air
1318216912651,0,air
1318217307406,1302,air
1314212783169,41,air
1318217176775,0,air
1315214277105,76,air
1316215076439,0,air
1322220857181,0,air
1317216607376,56,air
1316215373022,604,air
1316215373059,7930,air
1314212396574,0,air
1317215909589,0,air
1322220648113,555,air
1320220657478,47,air
1324223119633,0,air
1320218648095,5,air
1318217153598,0,air
1315214223238,2,air
1321220041990,0,air
1315214040178,0,air
1320219065962,1,air
1315214222681,155456,air
1322220997175,1508,air
1321220041976,231,air
1317216425571,0,air
1321219529118,1166,air
1315213810916,86,air
1317216606172,202,air
1316215000694,656,air
1314212991386,0,air
1323222329308,0,air
1323222337988,10,air
1321219923671,289,air
1314219435260,0,air
1320219217205,0,air
1317216207629,6,air
1323221605532,0,air
1323221771191,10,air
1316215035433,241,air
1319218133597,1871,air
1316215682079,12,air
1315214135295,0,air
1316215328788,1655,air
1315213889658,364,air
1317216219295,5496,air
1314211894706,0,air
1324222690822,1986,air
1322222500732,0,air
1322220794630,0,air
1315214433258,464,air
1314212813962,1500,air
1314213112028,12250,air
1314212735221,0,air
1315214102333,0,air
1322220997124,350,air
1316215702313,18352,air
1320218721025,0,air
1324222711412,0,air
1321220602926,0,air
1314212613665,1876,air
1317216616452,18800,air
1323221826201,5,air
1322220670347,0,air
1318217411824,242,air
1321220142172,0,air
1319218184012,1489,air
1321219721560,0,air
1314212976462,2,air
1314212873487,12,air
1322221148760,0,air
1320218841435,58378,air
1315214038440,250,air
1319218525222,3,air
1314212349676,0,air
1317216262156,5045,air
1316215291651,0,air
1318216947921,259,air
1324222603971,8,air
1320219184936,0,air
1322220790164,18,air
1317216527465,23,air
1322220690123,0,air
1322221293754,824,air
1315213766330,128,air
1323221950951,0,air
1323221910755,142,air
1316215288109,0,air
1322220701092,0,air
1314211915119,5,air
1318217149121,19,air
1314212378424,1228,air
1324223160654,39317,air
1324222524783,0,air
1324222710853,0,air
1320219112570,0,air
1315213797107,8870,air
1316214923169,7326,air
1314212943334,6384,air
1323222345973,0,air
1314212568051,21,air
1323221554557,1,air
1320218774673,0,air
1318217307204,26228,air
1318217539550,0,air
1315213965864,0,air
1319217685318,500,air
1316215031321,278,air
1320219246889,1536,air
1324223089107,0,air
1323221818937,330,air
1316215288630,5,air
1316215269515,2,air
1314211946963,14800,air
1316215781143,0,air
1323222313999,10831,air
1324223121207,10,air
1320218863342,0,air
1318217507250,0,air
1317216276814,0,air
1321219910256,35,air
1321220412631,13,air
1322220931125,11,air
1314212317061,0,air
1323222292322,0,air
1318216991758,0,air
1315214189021,0,air
1318216834111,5,air
1315213624303,387,air
1317216135602,23,air
1316215074345,3425,air
1322222500377,0,air
1318216837904,0,air
1320218774216,1,air
1318217547417,48,air
1321220606103,0,air
1317215830252,8610,air
1315214038414,5,air
1315213945607,520,air
1318217139397,2131,air
1316215274628,8205,air
1315214166872,2,air
1322220984912,1,air
1324222947071,6,air
1314212728719,0,air
1314213122765,0,air
1314212918989,123,air
1316215361369,72,air
1321220100630,10351,air
1318219044524,5,air
1321219613460,7165,air
1314212750044,0,air
1321220037511,10,air
1319217671268,120,air
1314212623716,0,air
1314212829271,6330,air
1315214469811,10,air
1324223181898,0,air
1315214142628,3,air
1315214215168,286,air
1317216180772,4810,air
1315214241186,22078,air
1314212512937,34496,air
1315213822226,0,air
1324222899243,307,air
1319218225718,9880,air
1315213764549,0,air
1324222495653,26,air
1323222255566,3060,air
1320219209614,10,air
1323221626536,379,air
1323221837139,4514,air
1323222338612,437,air
1322220852723,10,air
1322220752036,0,air
1315214399812,125,air
1316215116599,718,air
1315214073835,0,air
1321220001073,8,air
1314212659763,37,air
1315213948262,50,air
1317216135588,2495,air
1317216244828,10,air
1322221365404,0,air
1314212681199,0,air
1318217647508,10,air
1323221871837,9,air
1320219034319,0,air
1320219236953,0,air
1315214331516,287,air
1317218613709,25,air
1316215442118,0,air
1319217656418,40363,air
1322221519061,3990,air
1323221609872,0,air
1316215574361,1085,air
1316214982605,14937,air
1319217854809,8119,air
1315213658937,12,air
1315214162240,0,air
1322221401197,10028,air
1321220054985,14636,air
1324223149663,10,air
1322220703920,26,air
1323221560030,6482,air
1315213637539,211,air
1314211923267,1675,air
1316215399472,500,air
1323221664004,0,air
1323221839285,0,air
1322220877462,1,air
1316215486109,1,air
1314212943548,741,air
1315218588679,34434,air
1320218853024,2397,air
1322221324205,15,air
1322220937294,0,air
1321220091476,0,air
1322221441241,0,air
1323222361230,0,air
1319218515548,74,air
1315214079826,541,air
1318217197704,350,air
1323222282651,250,air
1319217685611,500,air
1314212349892,66,air
1317216762409,1307,air
1317215919147,10,air
1315214117828,0,air
1324222997847,0,air
1322220810891,0,air
1318217042567,103556,air
1315214331478,100,air
1316214983506,0,air
1322221445315,0,air
1322221498417,383,air
1316215722594,825,air
1315213217918,10,air
1314212856645,0,air
1322220836478,7810,air
1316215184805,3,air
1315214213581,387,air
1316215020443,0,air
1315213971005,2,air
1316215626728,0,air
1316214982074,154000,air
1317215934504,10,air
1318216992899,161,air
1323222025722,810,air
1318218481190,8914,air
1314218160303,5,air
1315213935289,116,air
1324223010618,0,air
1314212886903,19,air
1315214338701,11981,air
1316215010505,9,air
1315214349146,0,air
1317217672563,383,air
1315214250300,5,air
1315213201460,0,air
1316215051285,433,air
1314212753368,10,air
1314213010958,0,air
1322221434917,8,air
1322221156312,214,air
1316215166733,500,air
1321219782671,17596,air
1321220540963,10,air
1316215050194,0,air
1324222500617,2064,air
1322221433840,3234,air
1317216539104,158449,air
1322220749980,0,air
1321219824190,11,air
1321220120861,5536,air
1323222044000,1511,air
1314211931249,172,air
1321220164990,196,air
1314212797346,255,air
1323222398760,0,air
1322221445000,310,air
1320218590952,0,air
1315214049367,0,air
1319217893407,0,air
1322222301842,10,air
1323221686761,0,air
1321219676754,240,air
1317215996517,3537,air
1323221950278,0,air
1314212427239,0,air
1318216865966,0,air
1320219034321,5276,air
1319217820986,10,air
1322220864817,67946,air
1319218291971,2373,air
1319218272793,0,air
1322220918825,0,air
1314212997199,0,air
1319217836752,3255,air
1323222137883,72,air
1317215841230,500,air
1315213629165,255,air
1314212456305,3578,air
1316215287463,17940,air
1315214116547,247,air
1318216789937,0,air
1323221681493,5676,air
1323221780657,2772,air
