document_control_number,total_release,medium
1317216402659,0,water
1323221659600,0,water
1324222620522,0,water
1324222645703,0,water
1321220253292,580,water
1320218962227,0,water
1314212948133,0,water
1322221059951,0,water
1323221944299,0,water
1317215977543,0,water
1314211913948,0,water
1314212690390,0,water
1324223043454,0,water
1320219191386,0,water
1319218504379,0,water
1318217137532,0,water
1314212378436,5,water
1321219616505,0,water
1322220668279,8,water
1322221025620,3,water
1320219337692,0,water
1322221534011,0,water
1316214947867,0,water
1314212634341,0,water
1318217302177,0,water
1321219731054,0,water
1316215127275,0,water
1319218350650,0,water
1317216216008,0,water
1324222925378,5,water
1321220518070,0,water
1322220985459,0,water
1316215535168,250,water
1315218476594,0,water
1323221998952,0,water
1324222912774,1,water
1321220542930,0,water
1318217079627,0,water
1318216704371,0,water
1314213002140,0,water
1316215466311,0,water
1321219751664,0,water
1323221704289,0,water
1323221548009,0,water
1323222042881,0,water
1318217336229,96,water
1314212779767,0,water
1317216027577,0,water
1318217592346,0,water
1317216075349,0,water
1322221320789,0,water
1317215809397,0,water
1315214215550,3,water
1323221810637,0,water
1322220858385,0,water
1319218032391,0,water
1322221218783,0,water
1314212962967,0,water
1321219633690,0,water
1321219921246,0,water
1319218252930,0,water
1321220568416,0,water
1314212313959,5,water
1315213945532,0,water
1314212737631,0,water
1320220710711,0,water
1317216614584,0,water
1318217037910,0,water
1322221452699,0,water
1314213144823,0,water
1324223055928,0,water
1324222545206,0,water
1321219725951,0,water
1318217411180,0,water
1319218032631,0,water
1314212825095,0,water
1316215159322,0,water
1315214229496,0,water
1314212737682,0,water
1323221531801,0,water
1324222461865,0,water
1324222980310,0,water
1316215167824,1,water
1321220153769,17,water
1315213983378,0,water
1316215468570,0,water
1319218034306,0,water
1317216246254,0,water
1315213722313,0,water
1314212568063,0,water
1321219901168,0,water
1322220765554,0,water
1322221320575,0,water
1314212943411,0,water
1316215003854,0,water
1315213735626,0,water
1315214220941,0,water
1315213836238,0,water
1324222989345,0,water
1320218825368,0,water
1321219740608,0,water
1323221628011,0,water
1315218634487,0,water
1323221539012,0,water
1315214272724,0,water
1323221565979,0,water
1315214259158,0,water
1316215327851,0,water
1318218637698,0,water
1323222286130,0,water
1314212588230,0,water
1320218761183,0,water
1321219450917,0,water
1323222286027,0,water
1317216076998,0,water
1319217909441,0,water
1317216309563,0,water
1324222474633,0,water
1316215162379,0,water
1314214944819,0,water
1318216727836,0,water
1315213755275,0,water
1320218868053,0,water
1321219659998,0,water
1315213766355,5,water
1315214340162,0,water
1324222914412,0,water
1322220917874,0,water
1324223165046,0,water
1321220157539,0,water
1317216428375,0,water
1317215942323,0,water
1320218814022,0,water
1319217852399,0,water
1314212663658,0,water
1323222210724,0,water
1318217419415,0,water
1322220756860,0,water
1316215604822,17,water
1316217695218,0,water
1316215256835,0,water
1319218025548,0,water
1319218481202,0,water
1321219443850,0,water
1317216194821,0,water
1323223215789,0,water
1315214396196,0,water
1323222275808,29,water
1319218165239,4,water
1315213973629,0,water
1322220670335,0,water
1318217423843,0,water
1315213726110,250,water
1322221357003,0,water
1315214176149,0,water
1317215932942,0,water
1322220879415,0,water
1316215007372,1,water
1319217705019,0,water
1314212852937,0,water
1317216213468,0,water
1315214457780,0,water
1320219381682,0,water
1320218865715,0,water
1319218044701,0,water
1317216217760,0,water
1316215390067,0,water
1322221401146,0,water
1314212423875,0,water
1317216604850,0,water
1319218273353,0,water
1317216041285,0,water
1319217801137,0,water
1316215587116,16453,water
1322220719241,0,water
1322221248356,0,water
1317216100798,0,water
1321219965819,0,water
1322220880619,0,water
1315213937636,0,water
1317215940747,0,water
1315213817467,0,water
1316215115825,0,water
1317216432260,0,water
1314211941467,0,water
1314212630622,0,water
1323221963301,0,water
1316215170046,0,water
1317216234296,0,water
1318216913158,0,water
1315213833989,0,water
1319217963053,0,water
1324222438905,0,water
1314212695023,0,water
1322222395333,0,water
1317216141743,0,water
1319218039360,0,water
1324222904435,0,water
1318217538343,0,water
1320218732422,0,water
1319218193314,937,water
1321220434361,0,water
1316215057845,0,water
1316218378521,0,water
1324222895714,0,water
1314212655409,0,water
1318216934036,0,water
1323222354425,0,water
1324222559801,0,water
1314212315865,0,water
1314212536561,0,water
1317216147809,0,water
1322220919219,0,water
1315214215333,0,water
1322221298829,0,water
1322221188511,0,water
1315213874581,0,water
1315214308431,0,water
1316215802909,0,water
1317216488395,0,water
1317216059790,0,water
1315215127390,100887,water
1316215366194,0,water
1315214256101,0,water
1316215208909,0,water
1315214162238,0,water
1315213857384,651,water
1324223035306,0,water
1316215544990,112,water
1320219123748,0,water
1324222500706,0,water
1320220599892,0,water
1323221676582,0,water
1320219219906,0,water
1324222784252,0,water
1320218818312,0,water
1322221071828,0,water
1321219785247,0,water
1314213103462,0,water
1319218089148,0,water
1318216858757,0,water
1314213012115,0,water
1320218818223,0,water
1316215160021,0,water
1314211923216,0,water
1316215606967,0,water
1317216420303,0,water
1316215373984,0,water
1316215766647,0,water
1321219639263,0,water
1322220626891,0,water
1315214441875,0,water
1315214019630,0,water
1315214356091,0,water
1318217740721,0,water
1323221596669,0,water
1315213541840,0,water
1315213696697,0,water
1319218199014,4,water
1315214118844,0,water
1324222676470,0,water
1324222807657,0,water
1324222602637,0,water
1317216499970,94,water
1314212554416,0,water
1323222323545,0,water
1317215828296,0,water
1322220688648,0,water
1319217909670,0,water
1317215951587,0,water
1320219409428,0,water
1314212900171,0,water
1319218495289,0,water
1322220787687,0,water
1316215217201,0,water
1321220029565,0,water
1322220852469,0,water
1324223202375,0,water
1315214276812,0,water
1314212412427,0,water
1315214425908,0,water
1317215816657,0,water
1316215089499,0,water
1323221710128,0,water
1323222137729,0,water
1322220898112,2011,water
1319217812989,0,water
1317216135665,250,water
1323222217515,0,water
1314212840084,0,water
1317216245225,0,water
1322220791279,0,water
1324222576567,0,water
1323221921517,0,water
1322220955520,0,water
1319217816444,0,water
1315214291989,0,water
1320219246865,0,water
1316215655200,0,water
1319218031843,0,water
1319217827928,0,water
1316215684743,0,water
1318216843565,0,water
1320219275827,0,water
1317216473912,0,water
1315214500934,0,water
1315214201497,0,water
1314212500627,0,water
1315213218062,0,water
1314212450783,0,water
1315214203770,0,water
1316215037122,0,water
1324223050547,0,water
1316215765381,0,water
1321220420158,0,water
1315214124137,0,water
1315213733443,0,water
1314212516684,6,water
1319217978081,0,water
1318216970400,0,water
1315213663786,0,water
1320219024270,32,water
1324222417774,0,water
1317216057051,0,water
1316214979369,0,water
1324222588016,0,water
1314212943904,9,water
1318217282351,0,water
1324222634747,0,water
1317216015697,0,water
1323221624226,0,water
1322220998696,0,water
1320218739771,0,water
1322220647010,0,water
1319217705033,0,water
1314212520403,0,water
1316215744374,0,water
1323222218897,0,water
1317216138661,0,water
1316215534660,0,water
1321220462790,1,water
1322220826162,0,water
1315213719406,0,water
1323221940392,0,water
1316215457932,0,water
1316215406505,0,water
1316215187307,0,water
1316215072733,1,water
1320218657361,0,water
1317216057024,0,water
1316215205434,0,water
1317219408349,0,water
1319217806595,0,water
1316215023870,0,water
1322220733063,0,water
1322220772127,0,water
1320218689750,0,water
1320218756993,0,water
1321219829518,0,water
1323222327658,0,water
1324222452880,0,water
1324222803696,0,water
1323221930910,1,water
1314212536559,0,water
1323221950520,0,water
1318216914919,0,water
1319218369787,0,water
1314213836240,0,water
1314212481663,0,water
1318217123417,0,water
1318217398419,0,water
1317216126185,0,water
1324222530887,0,water
1314212782369,1,water
1315213938261,933,water
1323221684386,0,water
1316215704014,0,water
1317216506752,448,water
1324223206196,0,water
1317215995782,0,water
1314212505135,0,water
1323221611318,0,water
1321219752161,0,water
1314211922669,0,water
1320218764138,0,water
1315213546169,0,water
1315213681986,0,water
1316215686763,0,water
1315213659461,0,water
1316215503083,0,water
1324222608604,0,water
1322221441379,7,water
1316215015379,0,water
1322221205851,0,water
1314212552665,0,water
1319218208686,0,water
1315213876941,0,water
1314212337226,0,water
1314212556031,0,water
1314212808570,0,water
1315214212476,0,water
1319217980034,0,water
1317216208304,0,water
1318217021447,0,water
1323221614338,0,water
1317216013336,0,water
1319218046845,0,water
1319218440004,0,water
1319218075644,0,water
1319218003539,0,water
1315213920491,0,water
1314212878615,1,water
1315213658521,0,water
1315213243417,0,water
1315214062578,0,water
1320218796819,0,water
1316214961118,0,water
1322221415716,0,water
1315214080158,0,water
1324222616575,0,water
1322220650523,0,water
1321220324040,0,water
1322220892665,0,water
1315218696843,0,water
1321219666587,0,water
1321220087997,0,water
1323222322378,0,water
1322220904965,0,water
1320219273606,0,water
1314213548922,0,water
1322220877498,0,water
1318216874901,0,water
1320218648083,0,water
1324223039809,0,water
1324223121183,0,water
1319218364747,0,water
1319217824541,0,water
1321220517460,0,water
1317216097194,0,water
1315214410007,0,water
1321220164406,12,water
1314212400396,0,water
1324223083573,0,water
1320218625630,0,water
1323222028742,2255,water
1314212932798,0,water
1315214313975,0,water
1320218728006,0,water
1319218383899,0,water
1323221549645,0,water
1324223208240,0,water
1318217434570,294,water
1324223071301,0,water
1319218067635,5,water
1317215940584,0,water
1321220403240,0,water
1323221811490,0,water
1321219679204,0,water
1322221349347,0,water
1316215689769,0,water
1322220797789,0,water
1323221914690,0,water
1314212555674,0,water
1318217385020,0,water
1314212549176,0,water
1319218262677,0,water
1314211941923,0,water
1322221094814,3,water
1316215394812,0,water
1324222527119,0,water
1315214131789,0,water
1322220997151,0,water
1319217978004,0,water
1321219507365,0,water
1322221043779,0,water
1322221065687,0,water
1321219739149,1,water
1320219259227,0,water
1319217757576,0,water
1316215047958,0,water
1321219725482,0,water
1318217377985,0,water
1314213051636,0,water
1315214038756,0,water
1315214438398,0,water
1314213174434,5,water
1322220993861,0,water
1315214053062,0,water
1320219175332,0,water
1321220041863,12,water
1321220159267,0,water
1316215045550,0,water
1320219197124,0,water
1318216798102,0,water
1319217843426,2340,water
1316215010758,0,water
1314212779781,0,water
1317215914704,5,water
1315213703174,0,water
1320219357338,0,water
1323221836531,0,water
1324222418586,0,water
1316214948972,0,water
1317216289506,0,water
1316215162835,0,water
1319218556912,0,water
1317216390587,74690,water
1316215477605,104,water
1323222124024,0,water
1318217149210,3,water
1314212618793,0,water
1322221174307,13,water
1317216435014,0,water
1322221415250,0,water
1320218737272,0,water
1318219433101,0,water
1314212514044,0,water
1315213635511,0,water
1317215816683,0,water
1317216479651,0,water
1322220757328,0,water
1319218532188,18,water
1314211886953,0,water
1314212342950,0,water
1320218684658,0,water
1315213605948,0,water
1315213736844,0,water
1320218806406,0,water
1317216583070,0,water
1315215788338,0,water
1314211904735,0,water
1314212315319,0,water
1316215469762,0,water
1317216260113,0,water
1315213844210,0,water
1314213098458,33,water
1319217915331,0,water
1323221824612,0,water
1315214240323,0,water
1316215554306,0,water
1321219663061,0,water
1314212558581,0,water
1314212619264,5,water
1315214345480,3189,water
1323222258497,0,water
1314212660765,0,water
1314212451292,0,water
1322220899393,0,water
1315213969064,0,water
1318217197728,0,water
1315214203489,0,water
1314212465621,0,water
1316215530371,0,water
1319218183933,0,water
1323221603032,0,water
1321219943925,0,water
1324222914982,0,water
1324223038769,0,water
1323222255857,7,water
1317216593804,0,water
1324222969901,3,water
1316214982720,0,water
1320218979134,0,water
1323221897743,0,water
1316218588693,0,water
1317216432435,0,water
1323221966765,0,water
1320218596791,0,water
1317216553471,0,water
1319218165254,3,water
1322220788943,0,water
1322221450051,0,water
1320219029016,4765781,water
1320219216951,0,water
1323222239218,0,water
1316217604901,1304,water
1314212630281,0,water
1315214331326,0,water
1316215559853,0,water
1314212882955,0,water
1317216166191,0,water
1314213104831,0,water
1317216422891,0,water
1323222165108,0,water
1315214189843,0,water
1316214922128,0,water
1319218268961,0,water
1315213959796,0,water
1321220682304,0,water
1314212441341,0,water
1320218993107,0,water
1319218399665,0,water
1317215841596,0,water
1316215767664,0,water
1316215655224,0,water
1321220376115,0,water
1317218600827,0,water
1323221696091,0,water
1323222137921,0,water
1322220936963,0,water
1323221844828,1,water
1319217960525,0,water
1319217819147,0,water
1316215076593,0,water
1322220641854,0,water
1324222794935,0,water
1316215164981,0,water
1323222162923,0,water
1315213703515,0,water
1317215910023,0,water
1322220849994,0,water
1317216212910,0,water
1316214986945,0,water
1317216093789,0,water
1316215012877,0,water
1318217507728,0,water
1323223239930,0,water
1323221768649,0,water
1316215359858,1,water
1324222614012,0,water
1324222517789,0,water
1321219882659,0,water
1322220969430,0,water
1324222467716,0,water
1321220442634,0,water
1324223039393,0,water
1316215594247,0,water
1318217027717,0,water
1320218756637,0,water
1322221360845,0,water
1314212774463,0,water
1316215232911,0,water
1316215513565,0,water
1314212500742,0,water
1321221534581,0,water
1320219214133,0,water
1314212799365,0,water
1316215107792,0,water
1319218075669,0,water
1319218082814,0,water
1324222590390,0,water
1314211953411,0,water
1322221070093,0,water
1322220752265,0,water
1317216014858,0,water
1322220795088,0,water
1314213016443,0,water
1319218365512,0,water
1318217044787,0,water
1315214288728,3,water
1314212543831,0,water
1316215271077,0,water
1314212960571,0,water
1315216649323,0,water
1315214102220,0,water
1315214299707,0,water
1316215218153,0,water
1324222665770,0,water
1323222387894,0,water
1321219670914,135,water
1317215833373,0,water
1316214933475,0,water
1321219664822,0,water
1323222326112,0,water
1321220274284,0,water
1318217027729,0,water
1317215931914,0,water
1322221194400,0,water
1319217782008,0,water
1319218047886,0,water
1321219853052,0,water
1323221679727,0,water
1314212833798,0,water
1317216408423,0,water
1315213896160,1,water
1321220027003,136215,water
1322221428826,0,water
1315213745197,4,water
1321219851401,0,water
1314212442964,0,water
1315213854666,15,water
1314213178116,0,water
1324222690327,0,water
1316214985246,0,water
1322221031329,0,water
1324222684336,0,water
1316215101561,0,water
1316215499524,0,water
1317215894306,0,water
1324222901771,0,water
1315213593433,0,water
1324222449201,0,water
1314212804660,0,water
1320218649984,0,water
1318216954420,17,water
1323222157404,0,water
1320218669051,0,water
1315214105013,0,water
1318217365889,0,water
1319218431916,0,water
1323221976626,0,water
1319217825215,0,water
1322220966408,0,water
1314212611394,0,water
1320219126947,0,water
1322221112333,0,water
1323222239206,0,water
1320218804173,0,water
1324223118631,0,water
1316215694807,0,water
1320219099239,7,water
1317216135564,46,water
1323222135170,0,water
1316215045396,0,water
1315214343980,0,water
1322220693295,0,water
1318216834705,0,water
1322220988048,0,water
1319218289332,0,water
1323222343372,1,water
1318217164209,0,water
1321219867013,5,water
1314213126067,0,water
1322220776595,0,water
1323222271886,0,water
1323222084915,0,water
1322221228632,12191515,water
1315214181671,0,water
1319218480717,0,water
1315213223439,0,water
1324222527208,0,water
1315214191405,0,water
1316214986768,0,water
1320219026438,0,water
1316214979332,0,water
1314211936125,0,water
1318217195534,0,water
1314212390470,0,water
1315214324713,0,water
1322220700379,0,water
1323221913852,0,water
1316215666049,0,water
1314212792752,0,water
1320218616276,0,water
1320218684645,0,water
1315213968795,0,water
1314212389706,5,water
1320218819631,5,water
1314212665436,0,water
1314212872737,0,water
1321219468889,0,water
1316215057973,0,water
1316215697828,0,water
1314212937940,0,water
1318217087004,0,water
1318216788606,0,water
1323221611344,0,water
1315218623256,0,water
1323221548504,1128,water
1323222395396,0,water
1315213984267,0,water
1317216097788,0,water
1319218494577,0,water
1321219776123,0,water
1321219468636,302036,water
1319218334009,0,water
1324223229485,0,water
1315214339222,0,water
1321220142196,0,water
1314212887083,0,water
1314212566463,0,water
1314212893010,0,water
1320218857377,0,water
1321220303705,0,water
1315214240400,0,water
1320218922538,0,water
1324223196231,0,water
1322220955518,0,water
1317216045625,0,water
1315213794783,0,water
1323222149092,1,water
1324222553240,0,water
1323221616093,0,water
1324223181482,0,water
1316215080894,1,water
1319218069488,0,water
1317216538153,0,water
1314212713061,0,water
1320219054362,0,water
1314216076190,0,water
1314212500401,0,water
1322220885115,512998,water
1323221611357,0,water
1314212908952,0,water
1314212501163,0,water
1315213550318,0,water
1320219404086,0,water
1315214198576,24,water
1320219031186,0,water
1317215816707,0,water
1317215880612,0,water
1321220188054,10,water
1324222550360,0,water
1321219631645,0,water
1322221249117,0,water
1314212925224,0,water
1322221065675,0,water
1314212959821,0,water
1319218556619,0,water
1316215087913,0,water
1317217774823,0,water
1322222299772,0,water
1321220222347,0,water
1317216245201,0,water
1316215676115,0,water
1322220927368,0,water
1315214460368,0,water
1324222407064,0,water
1314212653063,0,water
1315214125650,0,water
1320219274899,0,water
1314211917570,0,water
1314213076654,0,water
1324222407102,0,water
1315213926823,0,water
1315213738800,0,water
1314212461521,0,water
1316215184060,0,water
1320219026440,0,water
1316215364629,0,water
1317216484129,0,water
1315213935277,0,water
1321219704552,0,water
1324222468605,0,water
1321219758315,0,water
1315213896121,0,water
1320218865739,0,water
1321220323986,0,water
1316215039280,0,water
1315213890270,0,water
1317216464394,0,water
1321219892039,0,water
1318217457845,0,water
1315214121699,0,water
1314212953968,0,water
1318217053937,0,water
1322221375761,0,water
1320220606851,0,water
1320218962696,0,water
1322221465697,0,water
1321221489382,0,water
1321221320827,0,water
1320218873305,0,water
1316215180757,0,water
1323221573734,0,water
1323222012852,0,water
1323222343360,26,water
1315214193082,161,water
1315213645260,0,water
1314213237617,0,water
1322220782775,0,water
1320219342870,0,water
1318216834717,0,water
1317216563914,126,water
1318217323171,0,water
1314213027535,0,water
1323221663572,0,water
1317216057632,0,water
1323221674409,0,water
1316215052806,0,water
1315213977972,0,water
1317216391060,0,water
1316215342801,0,water
1314212594877,0,water
1316215052782,0,water
1314212460808,0,water
1314211941479,0,water
1317216592434,0,water
1315214464810,5,water
1316214897011,0,water
1321220308946,0,water
1323221815970,0,water
1321220371999,0,water
1320219395480,0,water
1316215673132,361529,water
1321219729910,0,water
1316215390244,0,water
1322220836466,0,water
1323221835681,0,water
1317216433781,59,water
1319218252839,0,water
1324222583256,0,water
1320219185701,0,water
1317216015798,0,water
1324222607121,0,water
1321220001123,0,water
1315213770148,0,water
1321220313845,0,water
1322221059963,0,water
1323221648090,0,water
1323221660018,0,water
1317216589782,0,water
1315214386866,0,water
1321219622103,0,water
1317215844438,0,water
1320218605588,0,water
1320221534427,0,water
1316215205459,0,water
1316215384583,0,water
1315213922014,0,water
1318217217417,0,water
1317215814272,0,water
1316215162850,0,water
1317216604975,0,water
1317215895259,3,water
1322220726184,0,water
1314212478200,0,water
1323221648456,0,water
1318217335088,0,water
1321219961822,0,water
1319217963065,0,water
1316215640653,0,water
1316215289683,0,water
1318217149196,0,water
1315214344234,0,water
1314212690453,0,water
1321219821004,0,water
1321220238048,0,water
1315213611369,0,water
1319218145175,844,water
1320218777656,0,water
1316215690189,0,water
1315213231160,0,water
1314212992592,0,water
1319218560009,0,water
1314212419372,0,water
1323221755236,0,water
1315213959442,0,water
1323221532500,0,water
1323221700127,0,water
1324222519377,0,water
1318217403486,0,water
1319217961390,200,water
1317216100800,0,water
1314214503118,0,water
1315214311209,0,water
1317216432462,0,water
1314212927420,41,water
1314212956674,0,water
1322220756872,0,water
1315213751720,0,water
1323221637782,0,water
1320218944256,0,water
1320218775258,0,water
1315214356661,1,water
1315214185492,0,water
1317218606945,0,water
1319217821368,0,water
1315214191898,0,water
1320219174733,0,water
1315213966169,0,water
1316215298112,0,water
1314212684664,0,water
1315213213958,0,water
1315213729926,0,water
1321219697796,0,water
1321220146221,0,water
1324222759096,0,water
1321219890377,0,water
1316215306919,0,water
1323221549470,0,water
1323222047944,0,water
1323221706373,0,water
1324222735072,0,water
1324222539013,0,water
1321220007203,0,water
1320219305277,0,water
1315213690480,0,water
1315213737947,0,water
1318216912648,12,water
1314212556005,0,water
1315214196204,0,water
1318217541782,0,water
1317216114797,0,water
1315214390902,0,water
1322220974149,5,water
1317218637650,0,water
1316215644333,0,water
1320218814008,0,water
1317215908928,0,water
1315214245906,0,water
1314212393058,0,water
1321219693379,0,water
1320218977080,0,water
1324222774655,0,water
1322222388946,0,water
1321219933280,0,water
1315214087660,0,water
1321219792811,0,water
1317216603050,0,water
1315214163192,0,water
1322221298831,78,water
1314212385189,0,water
1324222762700,0,water
1314212989634,0,water
1320219034345,0,water
1315213637667,0,water
1316217492988,0,water
1317216508554,0,water
1322221205800,0,water
1314212404343,0,water
1321219667464,0,water
1314212401537,0,water
1320219434141,132,water
1314212926998,0,water
1320219239023,0,water
1316215519113,0,water
1314212704858,0,water
1322221007610,0,water
1315214024162,0,water
1314212551143,0,water
1319217615362,0,water
1316215365863,0,water
1315214412443,0,water
1323222067656,0,water
1319218465856,0,water
1317216135590,0,water
1314212302917,0,water
1317216402610,0,water
1320218585418,0,water
1319218352223,0,water
1322220921706,0,water
1316215132135,0,water
1316215136223,0,water
1318216757056,0,water
1319218147561,0,water
1319219434242,44000,water
1315213576186,0,water
1324222987669,0,water
1323221784111,0,water
1316215437132,0,water
1318217338072,0,water
1317215959331,0,water
1320218973257,0,water
1319217799194,0,water
1320218766222,0,water
1323221646399,0,water
1320219172436,0,water
1322220744662,0,water
1314212855807,0,water
1322221563024,0,water
1316215439365,0,water
1323222157442,19,water
1322221135445,0,water
1315214127161,0,water
1324222660514,0,water
1314212823506,0,water
1321220342517,0,water
1322221016189,0,water
1322220697991,0,water
1315214013652,0,water
1321220172098,3,water
1316215101864,422,water
1323221626676,0,water
1317216619421,0,water
1317216547240,0,water
1318216952705,0,water
1316215136247,2,water
1314211904697,0,water
1322220851707,0,water
1315214346619,1370000,water
1316215451915,0,water
1314212482970,0,water
1314212829232,0,water
1324222853576,0,water
1317215868086,0,water
1315213766379,5,water
1314212659748,0,water
1316215377538,0,water
1314212480230,0,water
1316215074257,0,water
1317216619445,0,water
1319218030738,0,water
1320219261144,0,water
1322221572959,0,water
1317215835909,0,water
1317215874165,0,water
1318216985770,0,water
1324222866978,0,water
1314211914320,267,water
1320218806596,0,water
1322221427077,0,water
1323221585526,0,water
1317216245148,0,water
1319218240291,0,water
1324222583243,0,water
1321220483147,0,water
1318217413145,0,water
1316215101876,10,water
1322220628693,0,water
1319218518583,0,water
1316215742812,0,water
1314212345351,0,water
1322221155183,0,water
1318217152444,0,water
1318216746521,0,water
1322220715736,0,water
1315214191912,0,water
1322220865291,0,water
1323221538743,0,water
1314212333557,0,water
1317215971351,0,water
1315213706005,0,water
1324222911051,0,water
1318216834628,0,water
1319217799826,0,water
1321219828579,0,water
1318218528230,0,water
1315218606921,0,water
1314212404242,0,water
1315214154332,0,water
1321219972460,0,water
1317219425206,0,water
1317216527477,0,water
1316215349806,0,water
1322221008889,0,water
1319217980743,20,water
1318217683414,0,water
1316215694833,0,water
1321219670229,0,water
1314212507115,1,water
1320219291907,0,water
1320219622053,0,water
1315215278730,0,water
1319217836321,0,water
1315213675109,0,water
1316215460650,0,water
1319218340495,0,water
1319217992130,0,water
1320218676601,0,water
1320218942631,0,water
1319218484032,0,water
1317215963962,0,water
1314216041552,0,water
1323221882006,0,water
1314212772863,0,water
1314212848941,0,water
1314212789150,0,water
1316215365558,0,water
1322221371394,0,water
1322220745145,0,water
1315213766381,5,water
1322220749485,0,water
1322220983908,0,water
1318217260088,0,water
1323222361242,0,water
1315214122436,0,water
1319218193288,732,water
1315214341149,0,water
1320218800201,0,water
1320219347566,0,water
1315213702739,0,water
1314212428003,0,water
1314212887057,0,water
1314212808784,0,water
1314212673836,0,water
1315214104972,0,water
1320219026794,0,water
1317216074120,0,water
1317216510774,0,water
1315214116600,0,water
1318217260494,0,water
1321220172086,0,water
1315213984166,146013,water
1317216597866,5,water
1316215682030,0,water
1322220679310,40,water
1314212730422,25,water
1323221601863,0,water
1314212959884,0,water
1317215830365,0,water
1321219625187,0,water
1318217142138,0,water
1322220942977,0,water
1323221846746,0,water
1319218447225,0,water
1321220041952,0,water
1317215947856,0,water
1316215015367,0,water
1323221545066,0,water
1318216910428,0,water
1323221639622,0,water
1314213167962,0,water
1315214313619,0,water
1321220661577,0,water
1323221721487,0,water
1320218642712,0,water
1323222044036,1,water
1324222703542,0,water
1323221875483,0,water
1319218494692,0,water
1319217756612,0,water
1315213937675,0,water
1315214385433,0,water
1314212687457,250,water
1314212466217,0,water
1314212646653,0,water
1322221446406,0,water
1319218024255,0,water
1322221340779,0,water
1319217858075,0,water
1314212750160,0,water
1314213002114,0,water
1316215289339,0,water
1314211915210,0,water
1314212792636,0,water
1316215115852,0,water
1316215327329,0,water
1318217137470,0,water
1318217221617,4,water
1316215365901,0,water
1322221151424,0,water
1316215586532,0,water
1315213851886,0,water
1319218285435,0,water
1317216335164,0,water
1319217778024,0,water
1323221753270,0,water
1322220763332,0,water
1316215769694,0,water
1320218700262,0,water
1316215710029,0,water
1318217383328,0,water
1316215092089,0,water
1314212443206,0,water
1317216614622,0,water
1315213664461,0,water
1316215761305,0,water
1315214137869,10,water
1314212383994,0,water
1320219035793,0,water
1317216369037,0,water
1319217961592,0,water
1324222684348,0,water
1315213666124,0,water
1319217791298,0,water
1315213700750,0,water
1322221155120,0,water
1316215091048,0,water
1316215744398,0,water
1324222917130,0,water
1319217660669,0,water
1322220830780,0,water
1323221983190,0,water
1317215988054,0,water
1318216903676,0,water
1315213721273,0,water
1318217425887,9,water
1319218388231,0,water
1322220793804,0,water
1314212516734,0,water
1315214006429,2,water
1314212353573,0,water
1316215176379,0,water
1316215357753,0,water
1317216293858,0,water
1319218269761,0,water
1315214272748,0,water
1314211923519,0,water
1314212778880,2,water
1314212695338,0,water
1315214051575,0,water
1315214404509,0,water
1314212587505,0,water
1319218075721,0,water
1321220078214,0,water
1322220843155,0,water
1315213781661,231,water
1324222530901,0,water
1322221504677,0,water
1323222174981,0,water
1315218623320,0,water
1318216750859,0,water
1323221817911,0,water
1314212384491,0,water
1316217712518,0,water
1314217595899,0,water
1320218954840,0,water
1314212878894,0,water
1322221461433,0,water
1322220763320,0,water
1314212319990,0,water
1322221144203,0,water
1324222474001,0,water
1322220961080,0,water
1314212849273,0,water
1319217827498,0,water
1315213919893,0,water
1321219644251,0,water
1323222255578,0,water
1314213100668,0,water
1323222166959,0,water
1323222387514,0,water
1314212655462,250,water
1316215519671,0,water
1314212975890,0,water
1320219212634,0,water
1324223191851,0,water
1322220712184,0,water
1314212489049,0,water
1314212400218,0,water
1317216010304,0,water
1320219050933,0,water
1319218032629,1,water
1320218845802,0,water
1323221784186,0,water
1317216342117,0,water
1316215711300,0,water
1318219407018,0,water
1314212632119,0,water
1319218416170,0,water
1316214979205,0,water
1322221243734,0,water
1322221008877,0,water
1319218020663,0,water
1320219461908,0,water
1316215788656,0,water
1316215342799,0,water
1318217276738,0,water
1314212540684,0,water
1314212385052,0,water
1322221308380,0,water
1323221937636,0,water
1322220780290,0,water
1320218595003,0,water
1319218133609,0,water
1317216053847,0,water
1316215040534,0,water
1316215193564,0,water
1320219349091,0,water
1315213679576,1,water
1314212743619,0,water
1322220876092,0,water
1319217997410,0,water
1322220733529,0,water
1320218879361,0,water
1320219333768,0,water
1316217672310,0,water
1318216798025,0,water
1321219754254,0,water
1317215971375,0,water
1316215133810,0,water
1316215128733,0,water
1316215697879,0,water
1315213722554,0,water
1315214264830,0,water
1320218684696,0,water
1322221223136,0,water
1314212478212,0,water
1316215446182,0,water
1315214387464,0,water
1317216081051,0,water
1318216942716,0,water
1318217381173,0,water
1323221886411,15,water
1324222565309,0,water
1314213072857,0,water
1319218526224,0,water
1319217838162,0,water
1321222393047,0,water
1314212774487,0,water
1322220751883,0,water
1317217644715,0,water
1322221467513,0,water
1323222309332,0,water
1316215364581,0,water
1316215656758,0,water
1317216321657,0,water
1322220937534,0,water
1321219616493,0,water
1318221471939,0,water
1321219785161,0,water
1319218071292,0,water
1315214231805,0,water
1317216306656,0,water
1324222439630,0,water
1322220951279,0,water
1321220489809,0,water
1320218684684,0,water
1319217803182,29898,water
1317216289532,0,water
1315216643294,0,water
1322220741906,0,water
1314211953474,1,water
1315213944782,0,water
1315213585387,0,water
