document_control_number,source_reduction_activity_code,estimated_annual_reduction_code,activity_number
1324222854972,S21,R5,1
1321220147831,S24,R6,1
1320218596803,W89,R1,1
1324222501266,S14,R1,1
1318217109089,W81,R6,1
1319217878661,W42,R6,1
1324222789493,S03,R1,1
1315214385268,W29,R6,1
1323222053860,S06,R5,1
1317216539116,W29,R6,1
1322221273725,S11,R6,1
1323222022257,S21,R6,1
1324222846596,S14,R5,1
1321220140432,S21,R6,1
1316214963567,W14,R5,1
1322220969428,S21,R6,1
1317216382135,W56,R6,1
1314213002684,W50,R3,1
1324222671125,S31,R6,1
1320218990962,W58,R3,1
1315213956461,W52,R6,1
1317216566481,W50,R5,1
1319218157360,W50,R6,1
1318217041324,W81,R2,1
1324222725689,S03,R2,1
1316215318801,W84,R2,1
1314212863144,W58,R6,1
1316215442789,W58,R1,1
1316214960890,W19,R6,1
1316215549407,W13,R5,1
1314212518551,W56,R3,1
1314212969315,W13,R4,1
1315218634475,W19,R5,1
1321219464551,S21,R4,1
1320219176740,W21,R6,1
1321219579481,S03,R5,1
1314212690301,W19,R3,1
1317217721063,W71,R1,1
1321220420121,S23,R2,1
1315213950165,W19,R6,1
1320218806394,W78,R6,1
1314212501098,W13,R3,1
1324223047489,S11,R6,1
1320219131277,W39,R6,1
1320219186208,W14,R6,1
1321220454742,S21,R6,1
1317216402572,W13,R6,1
1323221758055,S44,R6,1
1314212803629,W53,R3,1
1317216018109,W29,R5,1
1316215044153,W13,R6,1
1314212328506,W71,R2,1
1317215902420,W21,R4,1
1315214425910,W14,R4,1
1321219988995,S41,R5,1
1322221445366,S24,R4,1
1319218383949,W50,R6,1
1317216527453,W50,R6,1
1314215790751,W13,R5,1
1323222130813,S42,R6,1
1324223151059,S21,R6,1
1314213134113,W49,R4,1
1324222585630,S21,R3,1
1324222517334,S06,R6,1
1315214006393,W52,R5,1
1316215070095,W58,R2,1
1314213111293,W13,R6,1
1316215027020,W13,R6,1
1319217603517,W59,R6,1
1319218011880,W56,R4,1
1314212321828,W13,R6,1
1314212981207,W42,R4,1
1317216250237,W39,R6,1
1316215701222,W21,R6,1
1322221223148,S31,R4,1
1314212893034,W25,R5,1
1319217731482,W56,R1,1
1322220674954,S21,R5,1
1316215144116,W19,R6,1
1317216068217,W58,R6,1
1324222731073,S41,R6,1
1317216203000,W66,R5,1
1320219141734,W89,R6,1
1314212515074,W42,R6,1
1314212396360,W42,R4,1
1316215719030,W29,R6,1
1321219744760,S05,R6,1
1314212500728,W42,R1,1
1324222892301,S21,R6,1
1319218154755,W74,R6,1
1322220946002,S44,R6,1
1320219072651,W89,R6,1
1321219905054,S24,R5,1
1321219695943,S06,R4,1
1316215481223,W13,R5,1
1319218514519,W19,R2,1
1316215531005,W52,R2,1
1319217917323,W42,R2,1
1322221041496,S35,R6,1
1321219491216,S44,R6,1
1316215328737,W13,R6,1
1316214959189,W13,R3,1
1324222670679,S25,R6,1
1324222679021,S33,R6,1
1322220825943,S41,R6,1
1320218885010,W41,R5,1
1323221880952,S44,R4,1
1314212974063,W55,R5,1
1315214258814,W13,R6,1
1314212529580,W32,R6,1
1316214937928,W31,R6,1
1316215118023,W58,R1,1
1321219638715,S41,R5,1
1319218265371,W15,R5,1
1321220319521,S33,R6,1
1314213056474,W58,R5,1
1314212496792,W32,R6,1
1315214023133,W13,R6,1
1322221274273,S24,R6,1
1323221663990,S21,R4,1
1315214272775,W33,R6,1
1324222681708,S41,R6,1
1314212758561,W13,R5,1
1322221325931,S21,R4,1
1315214335907,W13,R5,1
1324222474571,S21,R6,1
1322221205848,S04,R1,1
1319218154728,W74,R6,1
1322221072008,S06,R2,1
1314212794554,W13,R6,1
1324222924223,S24,R6,1
1319217947961,W42,R2,1
1316215321593,W13,R6,1
1314212536611,W31,R2,1
1314212900258,W52,R2,1
1320218727042,W21,R6,1
1319217928249,W58,R2,1
1322220636690,S23,R5,1
1315213959430,W14,R5,1
1323222249575,S25,R5,1
1323222285963,S03,R2,1
1322221299377,S33,R6,1
1324222981045,S25,R6,1
1315213769639,W52,R6,1
1314213145269,W36,R6,1
1315213978707,W58,R6,1
1316215465129,W52,R2,1
1323221785951,S35,R6,1
1315213983327,W13,R6,1
1318216753208,W14,R4,1
1314211935832,W52,R5,1
1314212773586,W58,R6,1
1322220920351,S24,R1,1
1316215159260,W49,R6,1
1320219183290,W89,R6,1
1324223208632,S14,R5,1
1316215364643,W52,R6,1
1316214922116,W50,R5,1
1317216670962,W52,R4,1
1322221462219,S42,R5,1
1322221291457,S41,R6,1
1314212948362,W13,R6,1
1322221338205,S21,R6,1
1324222606903,S06,R4,1
1324223034632,S21,R5,1
1322221115191,S25,R4,1
1324222482895,S25,R2,1
1319217773744,W14,R5,1
1322221090347,S04,R1,1
1317216234765,W19,R5,1
1324222892770,S35,R6,1
1322221269234,S06,R6,1
1319218454179,W19,R6,1
1317216405151,W14,R3,1
1319218289268,W60,R3,1
1319218247207,W22,R6,1
1324222783526,S34,R6,1
1314212649711,W15,R6,1
1314212321780,W13,R6,1
1314212902934,W13,R5,1
1316215289315,W58,R6,1
1314212442949,W13,R4,1
1316215573698,W39,R6,1
1316215023490,W32,R4,1
1315213922065,W52,R5,1
1316215352129,W82,R6,1
1323221550369,S06,R1,1
1314213152566,W58,R3,1
1323221897717,S03,R6,1
1318217127339,W42,R4,1
1315214136210,W13,R6,1
1316215765355,W39,R5,1
1314212552653,W19,R6,1
1320219003910,W54,R6,1
1322220813240,S21,R2,1
1323221642174,S24,R3,1
1316215002205,W81,R5,1
1317216479648,W13,R6,1
1321219792696,S33,R2,1
1320218974451,W58,R4,1
1323222277408,S21,R6,1
1316215315425,W84,R2,1
1320219360474,W56,R6,1
1324222443879,S06,R6,1
1318216750152,W19,R5,1
1319217671662,W50,R5,1
1317216368718,W13,R6,1
1317215809385,W19,R6,1
1315214349223,W13,R6,1
1320218819542,W41,R6,1
1316215460609,W89,R6,1
1323221860796,S35,R6,1
1324222920845,S21,R6,1
1315213805981,W89,R6,1
1314212778928,W42,R2,1
1315214277081,W13,R6,1
1318217581661,W13,R5,1
1322221260449,S44,R6,1
1318217096039,W19,R5,1
1323221625395,S25,R5,1
1321219716887,S05,R6,1
1320218723880,W52,R5,1
1321220023648,S03,R6,1
1316215771510,W58,R6,1
1319217880689,W13,R5,1
1314213039466,W89,R2,1
1314212664080,W19,R6,1
1317215945813,W58,R1,1
1321220153581,S25,R6,1
1319217987460,W50,R6,1
1322220898769,S44,R5,1
1315213701067,W42,R5,1
1320219115641,W82,R2,1
1323222042158,S32,R2,1
1322221253444,S44,R6,1
1316215141565,W52,R5,1
1316215362171,W19,R6,1
1324222747432,S42,R6,1
1324222824753,S21,R6,1
1314212351264,W42,R2,1
1320218748010,W36,R6,1
1321220660928,S21,R6,1
1318217512553,W52,R5,1
1324222823609,S35,R6,1
1316215489939,W58,R5,1
1318217223736,W42,R2,1
1319218495327,W81,R6,1
1322221498429,S31,R6,1
1314212454918,W49,R4,1
1316215450560,W21,R5,1
1316214937916,W39,R6,1
1316217672260,W13,R6,1
1315214028348,W13,R6,1
1317216260099,W49,R6,1
1319217695372,W52,R6,1
1321220210342,S03,R5,1
1319217959648,W49,R6,1
1316215273487,W13,R3,1
1323221879253,S44,R4,1
1324222424119,S21,R6,1
1321219814528,S44,R3,1
1322220670145,S06,R5,1
1318216910442,W74,R6,1
1318216864037,W52,R3,1
1314212325157,W32,R6,1
1316215615129,W82,R5,1
1322221429196,S21,R6,1
1323222124479,S21,R5,1
1321219811217,S14,R6,1
1322221043742,S44,R6,1
1319217994906,W67,R6,1
1321220587683,S44,R2,1
1324222678056,S23,R5,1
1322220654444,S23,R6,1
1322220830044,S35,R6,1
1318216944429,W13,R5,1
1318217345711,W58,R5,1
1322220869566,S21,R6,1
1320218835825,W33,R5,1
1323222144471,S35,R4,1
1323222265454,S34,R6,1
1322220876332,S21,R5,1
1320218605982,W52,R6,1
1318217944988,W52,R5,1
1319217841699,W22,R6,1
1314212881484,W50,R6,1
1319218507008,W52,R6,1
1321219469487,S24,R6,1
1315214215170,W29,R6,1
1315214128148,W42,R3,1
1315213819877,W89,R3,1
1323222387033,S34,R6,1
1315214102550,W19,R6,1
1316215539457,W66,R4,1
1316215765367,W39,R6,1
1323221681505,S04,R3,1
1315214399925,W58,R2,1
1316214954428,W52,R6,1
1316215538974,W49,R6,1
1316215740010,W58,R1,1
1317216016891,W19,R4,1
1315213795127,W41,R2,1
1315214412266,W42,R6,1
1315214440024,W58,R6,1
1314211942507,W58,R6,1
1324222446775,S42,R6,1
1318217087156,W13,R4,1
1315213894785,W13,R6,1
1322220697989,S21,R6,1
1322221307806,S33,R5,1
1316214954442,W52,R6,1
1315213734813,W74,R5,1
1322220812349,S02,R5,1
1315213839145,W32,R6,1
1322221401211,S05,R6,1
1324222980854,S25,R6,1
1319218069464,W19,R5,1
1322220997112,S42,R6,1
1324223073370,S11,R1,1
1315213632781,W13,R6,1
1314212681833,W58,R2,1
1314212916858,W58,R2,1
1316215362409,W58,R5,1
1318219469513,W58,R6,1
1317216010292,W51,R5,1
1320219374790,W13,R6,1
1314212589713,W13,R5,1
1314212954046,W13,R6,1
1320219149729,W13,R6,1
1319218477228,W43,R2,1
1321219631443,S35,R5,1
1322221309901,S03,R6,1
1318216771408,W29,R6,1
1318217549361,W81,R3,1
1320219052014,W81,R2,1
1319219434230,W58,R3,1
1321220162996,S05,R5,1
1321220511277,S03,R2,1
1316215655236,W64,R5,1
1323223208772,S41,R6,1
1320219050996,W78,R6,1
1321220642197,S21,R6,1
1315215771128,W58,R2,1
1314213071172,W50,R6,1
1316215708114,W42,R3,1
1316215136159,W19,R6,1
1321220442293,S04,R2,1
1316215545056,W50,R6,1
1322220805485,S35,R6,1
1316215060955,W68,R6,1
1314212503243,W13,R5,1
1317215905492,W29,R6,1
1315213591757,W19,R3,1
1315214292284,W32,R3,1
1314214295139,W39,R6,1
1323221624745,S24,R6,1
1324222635777,S21,R6,1
1319218193338,W32,R6,1
1318217079704,W84,R4,1
1322221055751,S44,R6,1
1315214327049,W52,R4,1
1315214385256,W32,R6,1
1319217710173,W52,R2,1
1314212475483,W49,R5,1
1316215513363,W52,R6,1
1322220838015,S44,R6,1
1317216402596,W13,R6,1
1323221937648,S41,R6,1
1318216983458,W19,R6,1
1315214045991,W58,R6,1
1316215037868,W82,R6,1
1318216834097,W19,R5,1
1316215063138,W49,R6,1
1315213937283,W52,R5,1
1323221872955,S35,R5,1
1314212840920,W50,R3,1
1324222718013,S21,R6,1
1324222507079,S21,R6,1
1323221549482,S14,R5,1
1317216051375,W64,R2,1
1314212942852,W82,R1,1
1324222463743,S44,R6,1
1314212824039,W19,R6,1
1320218623700,W58,R6,1
1318217537048,W19,R3,1
1321219954423,S44,R6,1
1315214365708,W89,R2,1
1323221829702,S03,R6,1
1317216042604,W72,R6,1
1314212916225,W82,R6,1
1315213988710,W58,R2,1
1317219408313,W13,R6,1
1315214451801,W58,R6,1
1314212715510,W51,R5,1
1318216798114,W29,R6,1
1314212953879,W13,R6,1
1324222681621,S41,R6,1
1319218047583,W89,R1,1
1324223165123,S06,R2,1
1321220253280,S23,R2,1
1324222776888,S24,R5,1
1323221761810,S44,R6,1
1322221025632,S25,R6,1
1322221388426,S21,R6,1
1319218427894,W64,R5,1
1320218856767,W13,R6,1
1321220383665,S41,R6,1
1318217463633,W74,R3,1
1320219254695,W13,R2,1
1321220274157,S44,R6,1
1322220775201,S21,R5,1
1314212765515,W21,R5,1
1320218720074,W52,R5,1
1318217558749,W41,R6,1
1323221643923,S41,R5,1
1323222520405,S44,R5,1
1323221755388,S02,R5,1
1322221155171,S34,R6,1
1318217130982,W58,R4,1
1324222469102,S43,R6,1
1316215088295,W13,R1,1
1321219690005,S24,R3,1
1321220165005,S03,R2,1
1319217717329,W19,R6,1
1317219442833,W14,R4,1
1320219224209,W19,R6,1
1319218365498,W19,R3,1
1319217959853,W13,R6,1
1317215816695,W13,R6,1
1321220001008,S44,R3,1
1314212318950,W52,R5,1
1317215971286,W13,R5,1
1318216972063,W39,R4,1
1322221235981,S05,R6,1
1318217240276,W13,R6,1
1320219034333,W19,R6,1
1319218289320,W66,R3,1
1315213747215,W74,R2,1
1322220679981,S44,R5,1
1316215367893,W15,R6,1
1314212675033,W39,R5,1
1323221740044,S24,R6,1
1324222627756,S35,R6,1
1315213550977,W14,R6,1
1314212322263,W13,R6,1
1314212809558,W19,R5,1
1314212779108,W78,R6,1
1317216604342,W13,R5,1
1315213753167,W41,R2,1
1318217169756,W19,R5,1
1316215426091,W58,R3,1
1316215158751,W19,R5,1
1320219232485,W13,R6,1
1314212637971,W49,R2,1
1314212977817,W89,R2,1
1314212442952,W13,R5,1
1322220697344,S21,R6,1
1321220009423,S35,R4,1
1318217323207,W50,R3,1
1324222687966,S24,R5,1
1318217630817,W67,R6,1
1315214332847,W29,R5,1
1321221431570,S21,R6,1
1317216482099,W51,R6,1
1315214468466,W51,R4,1
1322220780744,S03,R2,1
1314212802223,W58,R2,1
1314212804633,W13,R5,1
1316215676964,W13,R6,1
1321220594028,S11,R5,1
1317216117085,W14,R6,1
1317216498509,W58,R3,1
1320219347592,W52,R6,1
1315214272585,W52,R3,1
1321219970567,S41,R6,1
1320218999187,W13,R6,1
1316215683448,W51,R3,1
1315214205686,W42,R1,1
1315214357624,W52,R6,1
1316215047592,W58,R6,1
1316218623231,W71,R5,1
1316215334691,W19,R6,1
1321220522837,S34,R2,1
1322221002140,S06,R3,1
1322221031394,S21,R6,1
1324223123821,S21,R3,1
1323222323533,S06,R5,1
1323222392363,S41,R5,1
1324222813014,S41,R6,1
1322220715635,S35,R3,1
1316215471905,W42,R2,1
1320218747943,W36,R6,1
1316215645831,W58,R5,1
1320219391024,W52,R2,1
1322221155094,S34,R6,1
1314212753154,W49,R3,1
1323222107587,S21,R6,1
1316215588563,W52,R5,1
1318217348592,W19,R6,1
1324222987075,S35,R6,1
1322221205786,S41,R5,1
1315214160804,W13,R6,1
1316215075161,W19,R6,1
1321219704549,S02,R5,1
1317216552428,W52,R2,1
1317215947298,W13,R6,1
1315214453211,W89,R5,1
1314212390482,W19,R5,1
1324223116462,S24,R6,1
1315214090110,W42,R6,1
1315214331391,W13,R6,1
1315213711260,W58,R6,1
1316215604745,W58,R6,1
1319218273579,W19,R6,1
1316215466727,W74,R6,1
1315214295178,W39,R6,1
1323221844842,S21,R5,1
1318217135666,W58,R6,1
1318217156342,W58,R6,1
1324222588220,S44,R5,1
1315213984178,W51,R3,1
1322221346455,S33,R6,1
1324223093636,S35,R1,1
1316215081112,W49,R6,1
1316215673106,W41,R6,1
1316215465699,W19,R5,1
1322220854525,S22,R4,1
1314212942282,W50,R6,1
1314212644328,W71,R5,1
1316215193917,W82,R4,1
1320218913996,W19,R6,1
1317216368934,W41,R6,1
1322223214901,S44,R2,1
1317216091443,W19,R6,1
1323221549734,S25,R6,1
1321219935754,S44,R6,1
1321219708233,S44,R6,1
1316215623962,W41,R6,1
1318217055387,W19,R6,1
1322221426404,S34,R6,1
1321220299465,S21,R6,1
1319217994918,W67,R6,1
1317216515445,W13,R6,1
1315214309662,W31,R3,1
1314212646828,W41,R6,1
1316215095985,W13,R5,1
1318217542846,W71,R4,1
1314212503256,W36,R5,1
1316215198375,W52,R5,1
1314212936153,W13,R6,1
1322221390115,S35,R5,1
1314212918977,W13,R6,1
1319217925078,W58,R2,1
1321220303667,S03,R1,1
1321219702394,S41,R6,1
1318217156785,W82,R5,1
1322220749473,S21,R4,1
1323222063923,S25,R6,1
1321220188320,S23,R6,1
1316215295155,W19,R6,1
1314212572046,W19,R5,1
1315214031332,W13,R4,1
1314212783904,W39,R6,1
1316215232315,W32,R6,1
1314212311118,W52,R1,1
1316214966463,W58,R6,1
1317216089413,W19,R5,1
1321220343711,S41,R6,1
1315214225462,W83,R5,1
1318217430685,W52,R6,1
1315214295851,W14,R5,1
1318217113063,W52,R5,1
1318216995757,W52,R3,1
1319218454041,W19,R3,1
1320218841423,W42,R1,1
1324222561995,S44,R6,1
1319218532277,W13,R5,1
1315214353967,W49,R5,1
1319217859180,W64,R6,1
1322220764524,S03,R2,1
1315214060838,W71,R5,1
1323222338624,S11,R6,1
1314212954275,W13,R6,1
1319218206682,W58,R2,1
1314212421251,W29,R3,1
1314213105036,W54,R2,1
1314212419408,W89,R6,1
1318217337106,W50,R5,1
1317215817026,W13,R6,1
1317216341848,W19,R6,1
1314212749600,W32,R3,1
1316215166721,W13,R6,1
1320218759328,W52,R2,1
1316215466689,W64,R4,1
1314212564987,W42,R5,1
1319217915255,W19,R3,1
1319217959497,W89,R6,1
1319217959636,W29,R6,1
1314212402275,W58,R6,1
1317215870787,W51,R4,1
1316215135029,W65,R6,1
1321220419194,S21,R6,1
1321220559241,S34,R6,1
1323221706397,S25,R2,1
1323221533108,S41,R5,1
1316215541552,W13,R5,1
1316215673056,W50,R6,1
1319218195497,W14,R6,1
1323221642162,S24,R2,1
1324222916684,S03,R6,1
1321219687086,S21,R6,1
1315214371585,W14,R3,1
1316215081340,W49,R6,1
1314212321893,W13,R6,1
1316214982617,W19,R6,1
1316215003702,W13,R6,1
1315214458869,W58,R5,1
1317216065680,W52,R6,1
1319217629649,W29,R1,1
1320218733020,W15,R5,1
1320218575431,W42,R2,1
1316215139054,W84,R6,1
1321220027282,S21,R6,1
1322220744825,S35,R6,1
1323221580842,S44,R6,1
1318217208242,W52,R6,1
1319218406650,W58,R1,1
1322221113172,S21,R5,1
1321219973500,S13,R5,1
1319217978028,W14,R6,1
1318216920862,W52,R6,1
1319218108165,W82,R5,1
1322221212475,S25,R6,1
1322220825956,S31,R6,1
1315213947310,W82,R4,1
1317216335125,W14,R5,1
1321219660798,S21,R6,1
1316215747128,W58,R5,1
1314212322352,W13,R6,1
1319218183958,W42,R2,1
1316215028679,W74,R6,1
1321220438511,S44,R6,1
1315214363929,W29,R5,1
1321220143150,S21,R5,1
1322220861241,S11,R5,1
1322222372928,S41,R6,1
1322221098003,S06,R6,1
1323221838384,S44,R6,1
1315214046702,W42,R2,1
1316215381171,W13,R6,1
1318217531627,W58,R2,1
1314212317768,W13,R6,1
1314212401879,W42,R2,1
1324222604934,S03,R6,1
1316214950127,W84,R6,1
1315214452714,W13,R6,1
1314212489052,W14,R6,1
1319217855978,W83,R3,1
1321219796099,S35,R6,1
1320219304197,W58,R6,1
1318216842474,W43,R6,1
1315214308468,W21,R5,1
1324222733558,S41,R4,1
1315214235374,W42,R6,1
1316215180074,W32,R6,1
1316215692726,W89,R2,1
1315218456236,W50,R3,1
1320218624070,W33,R5,1
1323222387072,S34,R6,1
1315214110722,W13,R6,1
1322220718389,S41,R3,1
1314212419600,W14,R5,1
1316215364567,W52,R6,1
1317216028391,W52,R5,1
1316214937664,W58,R3,1
1316215116652,W19,R4,1
1318217401393,W64,R6,1
1318217402573,W52,R5,1
1314212389682,W58,R3,1
1315213607043,W58,R6,1
1315214116434,W58,R6,1
1315213211915,W82,R2,1
1316215670631,W15,R6,1
1319218273391,W71,R6,1
1323222044063,S33,R6,1
1314212806261,W43,R6,1
1324222583484,S12,R6,1
1322221155132,S34,R6,1
1323221905704,S42,R5,1
1324222602043,S25,R3,1
1324222985261,S34,R6,1
1318217218650,W31,R6,1
1321220143960,S03,R6,1
1324222813507,S41,R6,1
1321219700539,S03,R4,1
1314212893679,W52,R5,1
1320219392432,W89,R2,1
1322220938587,S03,R6,1
1320218756955,W21,R6,1
1317216126197,W71,R6,1
1317216129609,W13,R6,1
1323222140269,S21,R4,1
1314213083355,W50,R4,1
1314212475077,W52,R4,1
1315213585971,W82,R6,1
1321219863750,S21,R3,1
1324222822759,S41,R6,1
1322220936975,S03,R3,1
1316216597284,W49,R1,1
1314211959438,W13,R6,1
1315214189654,W13,R5,1
1316215328749,W13,R6,1
1319218244566,W13,R5,1
1319218388421,W49,R5,1
1314212944452,W39,R6,1
1318217320631,W13,R6,1
1319218141289,W52,R6,1
1321220495840,S23,R6,1
1315213206156,W49,R2,1
1321220164368,S21,R4,1
1316215164892,W13,R6,1
1318217142090,W58,R5,1
1314212853004,W19,R6,1
1317215941358,W74,R6,1
1324222519100,S06,R4,1
1320218769646,W56,R5,1
1321219633702,S21,R6,1
1318216707481,W56,R3,1
1315213739016,W13,R6,1
1318216951943,W19,R2,1
1314212322236,W13,R6,1
1316215162645,W52,R6,1
1314212442976,W13,R5,1
1322220660258,S06,R6,1
1316215413283,W58,R3,1
1314212460834,W52,R5,1
1316214913461,W84,R1,1
1314213168925,W52,R6,1
1316215579842,W52,R6,1
1321220071652,S03,R5,1
1315214073328,W14,R6,1
1320218639161,W75,R6,1
1314213010489,W51,R5,1
1322220685224,S35,R5,1
1323221862422,S21,R6,1
1316215651821,W42,R1,1
1315213684564,W58,R6,1
1323221626803,S42,R6,1
1321219906981,S41,R6,1
1316215554320,W58,R6,1
1320218703623,W52,R3,1
1316215731136,W50,R5,1
1316215531043,W52,R2,1
1315213926835,W71,R5,1
1316215563634,W14,R6,1
1315214191874,W21,R6,1
1321220412670,S22,R6,1
1322220852432,S43,R6,1
1320219232523,W33,R6,1
1324223202298,S21,R4,1
1321219645520,S25,R2,1
1322220726780,S21,R6,1
1316215472655,W43,R2,1
1323222350492,S35,R6,1
1315214050130,W13,R4,1
1315214073797,W13,R6,1
1324222432837,S21,R4,1
1321219631633,S35,R6,1
1315214277168,W13,R6,1
1322221253673,S44,R3,1
1318216957910,W67,R2,1
1316215031509,W81,R6,1
1316215505013,W14,R4,1
1322221147010,S33,R1,1
1315214295848,W14,R5,1
1319217671167,W58,R2,1
1318217062811,W52,R2,1
1319217874015,W13,R5,1
1315213693815,W29,R6,1
1316215156668,W19,R1,1
1314212501035,W51,R3,1
1323222019503,S25,R6,1
1315214083685,W13,R3,1
1316215435355,W19,R4,1
1321219457862,S13,R2,1
1316215519467,W13,R6,1
1316215686724,W82,R6,1
1315213705876,W42,R2,1
1321219696061,S21,R5,1
1316215110863,W52,R3,1
1319217761408,W13,R6,1
1323221933462,S21,R6,1
1315214162265,W19,R5,1
1317216583169,W43,R6,1
1322221436900,S35,R6,1
1317216229183,W49,R5,1
1322220697357,S06,R6,1
1322220768826,S21,R6,1
1319218514990,W42,R5,1
1316215788629,W14,R6,1
1315214296244,W36,R6,1
1315214025482,W39,R6,1
1316215091721,W42,R5,1
1321220516316,S25,R6,1
1320218858951,W29,R5,1
1314212530772,W42,R2,1
1315213690225,W13,R6,1
1315214331252,W13,R6,1
1324222495739,S35,R6,1
1315213999271,W32,R6,1
1317215900352,W56,R1,1
1317216335137,W14,R5,1
1321221565260,S11,R6,1
1318216828893,W67,R6,1
1316215328636,W71,R5,1
1314212899049,W13,R5,1
1322221025442,S44,R6,1
1315213956954,W13,R5,1
1316215276472,W33,R2,1
1314212748305,W13,R6,1
1324222731806,S21,R6,1
1317216217758,W14,R5,1
1315214412316,W36,R3,1
1321220450908,S11,R6,1
1318217419771,W15,R6,1
1316217802382,W52,R6,1
1324222892996,S35,R6,1
1322220706941,S41,R5,1
1319217745823,W58,R2,1
1322221025669,S25,R6,1
1317216057164,W64,R5,1
1321219634033,S25,R6,1
1316215682117,W71,R6,1
1316214984662,W51,R4,1
1323222043111,S21,R6,1
1314213042979,W58,R3,1
1316215325616,W50,R6,1
1314212636587,W33,R6,1
1319218454130,W81,R6,1
1322220654824,S03,R6,1
1320219054246,W19,R5,1
1314212873323,W13,R6,1
1323222153470,S44,R4,1
1321220042927,S25,R6,1
1314212426086,W13,R6,1
1316215640451,W14,R5,1
1321219659986,S44,R6,1
1323221651680,S44,R2,1
1321220420133,S23,R2,1
1314212823684,W21,R5,1
1322221328077,S04,R2,1
1319217978042,W14,R6,1
1321220153783,S25,R6,1
1320219343338,W49,R6,1
1316215119443,W13,R5,1
1318216764744,W41,R6,1
1316214948996,W58,R2,1
1316215492467,W13,R2,1
1318218523583,W13,R6,1
1322220740118,S24,R3,1
1322220965786,S25,R1,1
1320219275967,W81,R5,1
1320219415003,W13,R5,1
1315213903800,W19,R3,1
1319218270066,W53,R6,1
1314212971307,W13,R6,1
1322220635027,S44,R6,1
1318217425899,W58,R4,1
1316215295938,W19,R1,1
1322220662098,S23,R6,1
1324222682888,S03,R1,1
1324222938387,S11,R2,1
1316215445610,W19,R6,1
1324223184856,S34,R6,1
1314213213580,W42,R3,1
1314213102748,W14,R3,1
1315213670781,W13,R3,1
1315213736756,W49,R6,1
1315213755503,W14,R5,1
1314212313415,W42,R1,1
1322220852420,S43,R6,1
1315214452070,W50,R6,1
1319218073524,W24,R3,1
1315213813025,W13,R6,1
1324222410514,S21,R6,1
1321219447657,S42,R6,1
1320218942973,W52,R4,1
1314214917369,W51,R2,1
1323222180554,S02,R5,1
1324222588612,S21,R4,1
1320219349139,W52,R6,1
1315213970991,W53,R2,1
1317216491528,W58,R6,1
1317216667410,W19,R2,1
1324223230867,S41,R3,1
1323221594272,S25,R1,1
1316215704329,W56,R6,1
1314212867725,W13,R6,1
1323222180414,S03,R1,1
1324223160641,S21,R6,1
1314213072630,W29,R4,1
1315214343663,W56,R6,1
1322221417494,S44,R6,1
1324222851394,S21,R4,1
1314212378448,W24,R3,1
1320218576813,W58,R6,1
1321219600715,S14,R6,1
1321219601489,S21,R5,1
1317216437374,W52,R6,1
1318217447869,W19,R2,1
1320218874737,W56,R5,1
1315213722337,W55,R6,1
1320218727055,W21,R6,1
1315216768554,W81,R1,1
1321220264345,S25,R3,1
1324222868123,S21,R6,1
1314212973200,W36,R6,1
1322220930832,S02,R2,1
1315214456269,W19,R6,1
1318217186865,W50,R6,1
1324222967693,S24,R5,1
1317216418475,W13,R5,1
1323222403305,S21,R5,1
1322220969366,S11,R6,1
1315216650945,W51,R5,1
1321219912817,S42,R4,1
1316215114758,W29,R1,1
1317218604496,W82,R2,1
1320220592479,W19,R6,1
1316215609975,W19,R3,1
1317215960345,W42,R1,1
1323221966740,S24,R5,1
1316215362346,W71,R6,1
1319218244667,W13,R5,1
1315213700723,W14,R6,1
1315214937676,W14,R3,1
1321219702192,S41,R6,1
1321220169914,S35,R6,1
1321219933367,S41,R6,1
1320218733970,W82,R4,1
1319218091332,W49,R6,1
1314212635989,W13,R6,1
1315213865037,W13,R6,1
1314213019526,W13,R6,1
1318217060223,W58,R6,1
1314212785493,W78,R5,1
1319217757564,W31,R6,1
1318216755215,W13,R5,1
1316215004159,W50,R4,1
1321220299604,S14,R1,1
1314212878553,W19,R6,1
1317216382174,W56,R6,1
1317216354454,W19,R5,1
1317215965106,W68,R3,1
1323221670817,S42,R6,1
1321219756400,S12,R4,1
1315214006405,W52,R5,1
1321219792672,S33,R2,1
1318217301629,W13,R6,1
1315213841784,W13,R5,1
1324222530774,S21,R2,1
1316215010493,W49,R6,1
1318217255177,W82,R5,1
1324223023110,S04,R5,1
1322220969517,S23,R5,1
1315214365090,W52,R6,1
1322221530924,S21,R6,1
1320218906333,W58,R6,1
1314212318529,W74,R5,1
1324222714875,S24,R6,1
1323221559659,S03,R4,1
1315214246516,W55,R2,1
1322220679056,S04,R1,1
1320219054259,W19,R5,1
1320218642775,W19,R6,1
1319218273403,W49,R6,1
1320219224211,W13,R6,1
1316215519618,W52,R2,1
1323222284693,S13,R6,1
1314212942890,W84,R1,1
1324222923878,S31,R6,1
1315214465369,W50,R4,1
1324222533907,S44,R2,1
1314212931315,W42,R6,1
1317216402634,W13,R6,1
1316215477593,W58,R1,1
1316215587027,W58,R5,1
1314213035138,W58,R5,1
1315214331427,W13,R6,1
1323222068975,S21,R6,1
1324222639650,S42,R5,1
1321219623218,S21,R5,1
1322220826402,S35,R6,1
1319217761410,W13,R6,1
1323222137919,S22,R2,1
1314211943980,W13,R6,1
1315214339261,W14,R6,1
